"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","",""
"820","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","002","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","009","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","010","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"820","012","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehab Med Selective","Course Total","11","3.545","18.2","72.7","9.1",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
