"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"733
Birth&The Postbirth Period","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"739
Nursing Assessment of Dev","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"745
Prev Hlth Care-Childn&Adol","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","5","***","","","","","","","","","","","","","","","",""
"772
Organizatnl Contxt-Nur Prac","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","3.688","37.5","37.5",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"810
Smr-Nursing Practice Thry","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Physiological Basis-Nursing","001","","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Cl Rsch:Illns,Treat&Hosplzn","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"862
Cl Rsch:Nursng Care Delivry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","","11","",".",".",".",".",".",".",".","81.8",".",".",".","18.2",".",".",".","."
"999","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 369 of 388",""
