"Clin Neurol-Outpt Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"","927
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","927
003","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Clerk Neurology-VAH","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROL
676","Dept. Total","","75","3.577","40.0","37.3","18.7","1.3","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","67","3.562","40.3","35.8","20.9","1.5","1.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","7","3.738","42.9","42.9",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","14.3"
"Professionals","","","75","3.577","40.0","37.3","18.7","1.3","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
"","Dept. Total","","75","3.577","40.0","37.3","18.7","1.3","1.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
