"","925
004","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","925
005","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Community Psy Clerk-CSC/MHC","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"Geriatric Psychiat Clrk-VAH","930
005","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","","95","3.662","61.1","24.2","8.4","1.1","5.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","75","3.611","53.3","29.3","10.7",".","6.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","18","3.875","88.9","5.6",".","5.6",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","94","3.661","60.6","24.5","8.5","1.1","5.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","95","3.662","61.1","24.2","8.4","1.1","5.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
