"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Psychopathology in Soc Wrk","Course Total","","46","3.878","73.9","23.9",".",".",".",".",".",".",".",".",".",".","2.2",".",".","."
"742
Assess&Treat Chld&Adolescnt","001","","30","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800","003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"800","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"800","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","008","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"800","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800","011","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800","013","","22","3.860","77.3","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","014","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","015","","14","3.538","71.4","14.3","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","","107","3.853","86.0","10.3","1.9",".",".",".","1.9",".",".",".",".",".",".",".",".","."
"801","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"821
Aging & Mental Hlth-Illness","001","","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"822
Family Law I","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"841
Administration-Social Work","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"866
Recent Developmnts-Soc Work","002","","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"869
Recent Developmnts-Soc Work","001","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"873
Spec Iss-Health Care Settng","001","","20","3.625","75.0","10.0","5.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"921
Child Welfare","001","","22","3.864","77.3","18.2","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"922
Seminar on Aging","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Family Violence","001","","31","3.700","61.3","19.4","12.9",".","3.2",".",".",".",".",".",".",".",".",".","3.2","."
"928
Social Work and Alcoholism","001","","23","3.705","56.5","26.1","8.7","4.3",".",".",".",".",".",".",".",".","4.3",".",".","."
"949
Proseminar","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"952
PhD Proseminar","001","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
