"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"956","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Hematol-Oncology Clerk-CSC","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"965","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Neurol Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"966","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"967","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ped Pulmon/Allergy Clrk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"PEDIAT
708","Dept. Total","125","3.594","35.2","52.8","9.6","0.8","",".","",".","",".","",".","",".",".",".",".",".",".",".","1.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Special","","2","",".",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","100.0"
"Graduate","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","82","3.539","24.4","62.2","12.2","1.2","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","38","3.769","57.9","39.5","2.6",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Professionals","","121","3.592","34.7","54.5","9.9","0.8","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"","Dept. Total","125","3.594","35.2","52.8","9.6","0.8","",".","",".","",".","",".","",".",".",".",".",".",".",".","1.6"
