"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","",""
"930","006","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","011","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Breast Disease","Course Total","8","3.722","62.5","25.0","12.5",".",".","",".","",".","",".",".",".",".",".",".",".",".","."
"935","001","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Neurosurgery Clerkship-CSC","Course Total","8","3.778","62.5","37.5",".",".",".","",".","",".","",".",".",".",".",".",".",".",".","."
"939","001","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"939","003","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Fut Orth Clerk-CSC","Course Total","6","3.900","66.7","16.7",".",".",".","",".","",".","",".",".",".",".",".",".",".",".","16.7"
"940","010","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","011","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"941","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","005","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","011","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","Course Total","6","3.214","16.7","33.3","33.3",".","16.7","",".","",".","",".",".",".",".",".",".",".",".","."
"944","005","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"944","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Upper Extrem Ortho-Marshfld","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"948","001","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","4","3.750","50.0",".","25.0",".",".","",".","",".","",".",".",".",".",".",".",".",".","25.0"
"948","002","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","3","3.500","33.3",".","66.7",".",".","",".","",".","",".",".",".",".",".",".",".",".","."
"948","003","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","009","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","010","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","13","3.467","23.1","23.1","46.2",".",".","",".","",".","",".",".",".",".",".",".",".",".","7.7"
"949
Clin Otolaryng Clerk-LaCros","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"954
Periph Vasculr Clrk-CSC/VAH","001","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
