"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALMOLOGY AND VISUAL  Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"812
001","","12","3.625","25.0","75.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"812
002","","13","3.577","23.1","69.2","7.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"003
812","","12","3.667","33.3","66.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"812
004","","13","3.538","15.4","76.9","7.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"812
005","","8","3.500",".","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"812
006","","11","3.727","45.5","54.5",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Course Total
Third Year Ophthalmology","","69","3.609","24.6","72.5","2.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"919
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"919
002","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Course Total
Indiv 4th Yr Clin Clerkship","","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
Dept. Total
702","","74","3.697","29.7","67.6","2.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","67","3.644","25.4","71.6","3.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","6","3.967","83.3","16.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","74","3.697","29.7","67.6","2.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","74","3.697","29.7","67.6","2.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
