"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Economics of Transportation","502","001","","7","3.250","28.6","28.6",".","14.3","14.3",".",".","14.3",".",".",".",".",".",".",".","."
"Wealth and Income","508","001","","25","3.010","24.0","16.0","28.0","12.0","16.0","4.0",".",".",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","","34","3.313","52.9",".","17.6","11.8","8.8",".","2.9","5.9",".",".",".",".",".",".",".","."
"Tutorial-Rsch Project Dsgn","590","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Population and Society","663","001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","698","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Mathematical Economics I","703","001","","28","3.389","25.0","35.7","25.0","10.7",".",".",".",".",".",".",".",".",".",".","3.6","."
"Econ Stats & Econometrics I","709","001","","51","3.017","13.7","15.7","39.2","17.6","11.8",".",".",".",".",".",".",".",".",".","2.0","."
"","711","001","","22","3.381","31.8","13.6","45.5","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"","711","002","","22","3.614","50.0","22.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","","Course Total","","44","3.500","40.9","18.2","36.4","2.3",".",".",".","2.3",".",".",".",".",".",".",".","."
"","712","001","","19","3.263","26.3",".","73.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712","002","","19","3.421","42.1",".","57.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","","Course Total","","38","3.342","34.2",".","65.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econometric Methods","716","001","","18","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","002","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Labor Economics","750","001","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Industrial Organizat Theory","761","001","","6","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Development Planning & Adm","771","001","","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Microeconomic Theory I","805","001","","6","3.500","16.7","50.0","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Topics in Microecon Theory","809","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Macroeconometric Anal","836","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Adv Topics - Public Finance","845","001","","7","3.714","14.3","42.9",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Adv International Economics","871","001","","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp in Math Econ Theory","901","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","903","001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","965","001","","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop-Public Economics","968","001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","977","001","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","","3","***","","","","","","","","","","","","","","","",""
