"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","","",""
"775","024","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","026","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","028","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","029","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","030","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"775","032","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","31","","",".","",".","",".",".","",".","",".","",".","100.0",".",".",".",".",".",".",".","."
