"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Phy Ther Procedures II","522
001","","33","3.424","15.2","54.5","30.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cardiovasc&Pulmonry Treatmt","523
001","","41","3.707","58.5","24.4","17.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","","42","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","538
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","538
002","","21","",".",".",".",".",".",".",".",".",".","95.2",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","","42","",".",".",".",".",".",".",".",".",".","97.6",".",".",".",".",".","."
"","540
001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","Course Total","","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","","33","3.621","36.4","51.5","12.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","41","3.671","48.8","36.6","14.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship III","652
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Phy Ther Mgmnt Strategy","665
001","","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","373","3.576","18.2","23.6","9.1",".",".",".",".",".",".","48.8",".",".",".",".",".","."
