"MED","","","","","","","","","","","","","","","","","","","","",""
"","POPULATION HEALTH SCIENCE Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Intro to Biology of Aging","155","001","","11","3.227","27.3","9.1","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Health Info for Teachers","501","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Air Pollution&Human Health","502","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Toxicology I","625","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","650","001","","9","3.563","33.3","33.3","22.2",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","650","003","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","650","009","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","650","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","","Course Total","","31","3.757","67.7","19.4","9.7",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"Intro-Health & Medical Sys","662","001","","17","3.867","64.7","23.5",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"","699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","15","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","","7","3.750","71.4",".","14.3",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Qual-Hlth Care:Eval&Assurnc","703","002","","25","3.804","60.0","28.0","4.0",".",".",".",".",".",".",".",".",".","8.0",".",".","."
"Care Org:Struct,Opertn,Mgmt","707","001","","25","3.940","92.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Health Systems","718","001","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"Smr-Contemp Iss:Health Care","719","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Organizational Behav-Med Mgrs","730","001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","731","001","","9","3.563","22.2","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"","731","002","","25","3.667","44.0","40.0","12.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Legal Iss-Hlth Care Admin","","Course Total","","34","3.641","38.2","44.1","11.8",".",".",".",".",".",".",".",".",".","2.9",".",".","2.9"
"Financial Mgmt-Med Managers","732","001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Medical Informatics-Med Mgrs","737","001","","17","3.967","82.4","5.9",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"Marketing Research-Med Mgrs","738","001","","25","3.820","64.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Determinants-Population Health","795","001","","22","3.952","86.4","9.1",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"Strategy&Meth-Epidemiology","797","001","","30","3.750","63.3","23.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Epidemiol-Chronic Diseases","802","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Politics of Health Policy","879","001","","25","3.583","32.0","48.0","16.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"Hlth Mgmt Ethics&Leadership","889","002","","25","4.000","4.0",".",".",".",".",".",".","96.0",".",".",".",".",".",".",".","."
"","915","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","915","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","915","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundmtls Interntl Hlth-MSC","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"","916","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","916","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Diseas&Injry Epidem-DivHlth","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","990","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","056","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","","12","",".",".",".",".",".",".",".","91.7",".",".",".",".","8.3",".",".","."
