"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","186","3.283","33.3","24.2","9.1","9.1","8.6","1.1","1.1","8.6","",".",".","",".","4.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.156","25.0","37.5","6.3","18.8","6.3","6.3",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","29","3.133","17.2","34.5","17.2","24.1","6.9",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","34","3.152","29.4","29.4","8.8","14.7","14.7",".","2.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","52","3.255","34.6","28.8","15.4","1.9","13.5","1.9","1.9","1.9","",".",".","",".",".","",".",".",".","."
"Undergraduates","","131","3.187","28.2","31.3","13.0","12.2","11.5","1.5","1.5","0.8","",".",".","",".",".","",".",".",".","."
"Special","","3","3.917","66.7","33.3",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","52","3.760","44.2","5.8",".","1.9","1.9",".",".","28.8","",".",".","",".","17.3","",".",".",".","."
"","Dept. Total","186","3.283","33.3","24.2","9.1","9.1","8.6","1.1","1.1","8.6","",".",".","",".","4.8","",".",".",".","."
