"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"613","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptrshp-Nurse Practitnr","Course Total","","26","3.824","73.1","19.2","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"672
Clinicl Educ-Nursing Pract","001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"698","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","10","3.864","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","15","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","18","3.882","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","26","3.519","53.8","7.7","26.9","11.5",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","18","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Leadershp-Roles,Ethics,Care","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","001","","13","3.577","69.2","23.1",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"715","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"715","003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mgt Hlth Probs-Ambul Settng","Course Total","","30","3.750","80.0","16.7",".",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"719","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","10","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
