"TERM : 1002","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1999-2000","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR MED
882","Dept. Total","221","3.702","55.7","30.8","13.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","5","3.750","40.0","60.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","7","3.583","42.9","42.9","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","94","3.599","42.6","37.2","20.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","115","3.809","67.8","23.5","7.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.9"
"Professionals","","221","3.702","55.7","30.8","13.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
"","Dept. Total","221","3.702","55.7","30.8","13.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.5"
