"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","",""
"963","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963","009","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cardiac Surg Clerkship-CSC","Course Total","6","3.833","66.7","33.3",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"967","001","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","002","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","003","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","005","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","006","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","Course Total","15","3.905","66.7","13.3","6.7",".","",".","",".","",".","",".",".",".",".",".",".",".",".","13.3"
