"TERM:  1254","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  LIBRARY AND INFORMATION STUDIES (544)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","470","LEC","001","1","14:30 - 15:45","","","","F","","","0408 2317","","68","0003943527","P / COREY JACKSON"
"A1","470","LAB","301","1","09:30 - 10:45","","T","","","","","0018 4207","","34","0006680144","P / SRIJAN PANDEY"
"A1","470","LAB","302","1","09:30 - 10:45","","","R","","","","0018 4207","","34","0006680144","P / SRIJAN PANDEY"
"A1","472","LEC","001","1","16:00 - 17:15","M","","W","","","","0118 0212","90","24","0005566474","P / COLE NELSON"
"A1","472","LEC","001","1","16:00 - 17:15","M","","W","","","","0118 0212","90","24","0006553761","X / LEO CUI"
"A1","500","LEC","002","1","-","","","","","","","ONLINE","","15","0006025705","P / REGINOLD ROYSTON"
"A1","500","LEC","004","1","-","","","","","","","ONLINE","","29","0006025705","P / REGINOLD ROYSTON"
"A1","501","LEC","002","1","09:00 - 11:30","M","","","","","","0018 4281","","2","0006587675","P / AARON ENRIGHT"
"A1","501","LEC","003","1","09:00 - 11:30","M","","","","","","0018 4281","","12","0006587675","P / AARON ENRIGHT"
"A1","501","LEC","004","1","09:00 - 11:30","M","","","","","","0018 4281","","17","0006587675","P / AARON ENRIGHT"
"A1","510","LEC","002","1","-","","","","","","","ONLINE","","1","0000235413","P / DOROTHEA SALO"
"A1","510","LEC","003","1","-","","","","","","","ONLINE","","74","0000235413","P / DOROTHEA SALO"
"A1","510","LEC","004","1","-","","","","","","","ONLINE","","2","0000235413","P / DOROTHEA SALO"
"A1","510","LEC","005","1","-","","","","","","","ONLINE","","75","0000235413","P / DOROTHEA SALO"
"A1","517","LEC","001","1","-","","","","","","","ONLINE","2","2","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","004","1","-","","","","","","","ONLINE","1","1","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","005","1","-","","","","","","","ONLINE","14","14","0000110350","P / CATHERINE SMITH"
"A1","517","LEC","006","1","-","","","","","","","ONLINE","12","7","0000110350","P / CATHERINE SMITH"
"A1","601","LEC","001","1","-","","","","","","","ONLINE","","3","0005556592","P / SUSAN MITCHELL"
"A1","601","LEC","002","1","-","","","","","","","ONLINE","","7","0005556592","P / SUSAN MITCHELL"
"A1","603","LEC","001","1","13:20 - 15:50","","","R","","","","0018 4207","","28","0004931230","P / REBEKAH WILLETT"
"A1","603","LEC","002","1","-","","","","","","","ONLINE","","26","0006411250","P / DEANZA WILLIAMS"
"A1","612","LEC","001","1","17:30 - 20:00","","","W","","","","0018 4207","6","4","0006381425","P / ADAM RULE"
"A1","612","LEC","002","1","-","","","","","","","ONLINE","5","5","0006381425","P / ADAM RULE"
"A1","612","LEC","003","1","-","","","","","","","ONLINE","3","2","0006381425","P / ADAM RULE"
"A1","612","LEC","004","1","-","","","","","","","ONLINE","1","1","0006381425","P / ADAM RULE"
"A1","612","LEC","005","1","17:30 - 20:00","","","W","","","","0018 4207","5","4","0006381425","P / ADAM RULE"
"A1","619","LEC","001","2","11:00 - 13:00","","T","","","","","0015 B162G","10","0","0004472045","P / GABRIELLE CORNISH"
"A1","620","LEC","001","1","-","","","","","","","ONLINE","18","18","0001598408","P / JAIME HEALY-PLOTKIN"
