"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHARMACY PRACTICE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","",""
"","761
130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","761
208","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ambltry Phmct Care Clrk","Course Total","","26","3.961","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","771
002","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","771
003","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Conf Rsch Wrkrs-Clin Pharm","Course Total","","43","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","999
027","","6","4.000","33.3",".",".",".",".",".",".",".",".",".",".","66.7",".",".",".","."
"PHM PRAC
728","Dept. Total","","1261","3.316","40.0","17.0","20.6","10.1","5.7","2.2","0.4","0.1",".","3.4",".","0.3",".","0.1",".","."
