"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Med-Phy Asst II","401
001","28","3.464","39.3","35.7","14.3",".","10.7",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Asst II","403
001","34","3.324","23.5","38.2","26.5","2.9","8.8",".",".",".",".",".",".",".",".",".",".","."
"Iss Pro Pract for Phy Assts","416
001","28","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care II","421
001","28","3.500","32.1","50.0","10.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Lab Medicine for Phy Asst","440
001","28","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Team Appr-Emergncy Care","448
001","30","3.309","30.0","26.7","23.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Phy Assts","516
001","22","3.795","59.1","40.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Primary Health Care","525
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","13","3.745","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","8","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","639
002","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","28","3.696","53.6","35.7","7.1","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","001
649","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699
007","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","265","3.602","42.3","40.0","11.7","2.3","3.8",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Junior","","6","3.300","16.7","66.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","252","3.610","43.3","39.7","11.1","2.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","258","3.605","42.6","40.3","10.9","2.3","3.9",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","265","3.602","42.3","40.0","11.7","2.3","3.8",".",".",".",".",".",".",".",".",".",".","."
