"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","",""
"Hum Muscl Func/Hlth&Disease","779
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","812
003","","39","3.769","71.8","15.4","7.7","5.1",".",".",".",".",".",".",".",".",".",".",".","."
"","812
004","","35","3.771","65.7","28.6","2.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Third Year Neurology","Course Total","","74","3.770","68.9","21.6","5.4","2.7","1.4",".",".",".",".",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Neuromusc Disease Clerk-CSC","924
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NEUROL
676","Dept. Total","","77","3.776","68.8","20.8","5.2","2.6","1.3",".",".",".",".","1.3",".",".",".",".",".","."
