"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Thesis Research","Course Total","","11","4.000","45.5",".",".",".",".",".",".","45.5",".",".",".","9.1",".",".",".","."
"991","001","","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"991","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Nursing Research","Course Total","","7","3.917","71.4","14.3",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"999","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
