"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Econ Grwth&Devlpmnt-SE Asia","473","001","","8","3.500","25.0","12.5","25.0",".",".",".",".","25.0",".",".",".",".","12.5",".",".","."
"Econ Probs-Developing Areas","474","001","","40","3.163","15.0","22.5","45.0","12.5","2.5",".",".","2.5",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","","26","3.260","42.3",".","30.8","11.5","11.5",".",".","3.8",".",".",".",".",".",".",".","."
"Philosophy and Economics","524","001","","7","2.714",".","14.3","42.9","14.3","28.6",".",".",".",".",".",".",".",".",".",".","."
"Ind Rel-Develping Countries","552","001","","18","3.333","33.3","22.2","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"Tutorial-Rsch Project Dsgn","590","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mathematical Economics II","606","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Housing Economics & Policy","641","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"International Trade Policy","665","001","","15","3.036","33.3",".","33.3","6.7","13.3","6.7",".",".",".",".",".",".",".","6.7",".","."
"Energy Economics","671","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Institutional Economics","707","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Econ Stats & Econometrics 2","710","001","","40","3.021","7.5","20.0","47.5","15.0","7.5",".",".",".",".",".",".",".",".",".","2.5","."
"","713","001","","19","3.263","26.3","10.5","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","713","002","","17","3.029",".","23.5","58.8","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","","Course Total","","36","3.153","13.9","16.7","55.6","13.9",".",".",".",".",".",".",".",".",".",".",".","."
"","714","001","","12","3.375","33.3","41.7",".","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","714","002","","14","3.250","28.6","28.6","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","","Course Total","","26","3.308","30.8","34.6","7.7","19.2","7.7",".",".",".",".",".",".",".",".",".",".","."
"Econometric Methods","715","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Applied Econometrics","718","001","","11","3.227","27.3","27.3","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","742","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Institutn Aspect-Labor Econ","751","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Empir Anal-Ind Org&Pub Pol","762","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Bayesian Decisn&Cntrl","775","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Microecon Theory","809","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Macroeconometric Anal","836","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics - Public Finance","846","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Economics","848","001","","7","3.542","28.6","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"Smr-International Economics","873","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Econ Dev-Theory Stat&Policy","877","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Quantitative Econ Policy","880","001","","29","3.500","44.8","37.9","13.8",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"Workshop in Economic Theory","902","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","904","001","","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
