"Individualized 4th Yr Clerk","","","","","","","","","","","","","","","","","","","","","","","","",""
"Child Psych Clerk-CSC","946
001","","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Ped Endocr/DiabetesClrk-CSC","950
001","","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Pediatric Sports Med-CSC","966
001","","4","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"PEDIAT
708","Dept. Total","","85","3.718","50.6","38.8","4.7",".","1.2","",".","",".","2.4","",".",".","",".","",".","1.2",".",".","1.2"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","","1","",".",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","100.0"
"Prof Yr 1","","","9","3.750","44.4","33.3",".",".",".","",".","",".","22.2","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","","68","3.741","52.9","42.6","4.4",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","","5","3.056","20.0","20.0","20.0",".","20.0","",".","",".",".","",".",".","",".","",".","20.0",".",".","."
"Professionals","","","82","3.715","50.0","40.2","4.9",".","1.2","",".","",".","2.4","",".",".","",".","",".","1.2",".",".","."
"","Dept. Total","","85","3.718","50.6","38.8","4.7",".","1.2","",".","",".","2.4","",".",".","",".","",".","1.2",".",".","1.2"
