"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699","056","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Rsch in Fam Med-Wingra FMC","910","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp:Rurl Hlth-Statewide","927","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sports Medicine","933","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","17","3.800","17.6","11.8",".",".",".",".",".","70.6",".",".",".",".",".",".",".","."
