"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"Independent Study","699","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chron Ill Chld","746","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","812","003","37","3.676","45.9","43.2","10.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","004","35","3.771","54.3","45.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Year Pediatrics","","Course Total","72","3.722","50.0","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-CSC","946","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ped Endocr/DiabetesClrk-CSC","950","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","966","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"PEDIAT
708","","Dept. Total","85","3.718","50.6","38.8","4.7",".","1.2",".",".","2.4",".",".",".",".","1.2",".",".","1.2"
