"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","23","3.674","47.8","39.1","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Agents in Rehab","521
001","35","3.400","22.9","34.3","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin-Therapeutic Exercise","534
001","34","3.485","26.5","50.0","20.6",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","539
001","17","",".",".",".",".",".",".",".",".",".","94.1",".",".",".",".",".","."
"","539
002","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues II","Course Total","34","",".",".",".",".",".",".",".",".",".","97.1",".",".",".",".",".","."
"","541
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
002","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues IV","Course Total","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Neuromusculoskeletal Movmnt","634
001","34","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adults-Motor Cont Dysfunctn","636
001","23","3.717","52.2","39.1","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","34","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
034","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Musc-skel Assessmt/Treatmt","677
001","23","3.348","17.4","34.8","47.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","284","3.548","21.8","23.6","14.8",".","0.4",".",".",".",".","39.1",".",".",".",".",".","."
