"","812
004","","33","3.788","57.6","42.4",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Third Year Anesthesia","Course Total","","69","3.746","55.1","39.1","5.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Clin Anesthes Clerkship-CSC","920
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesth Clerk-LaCrosse","921
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","75","3.761","56.0","38.7","5.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","5","3.800","60.0","40.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","65","3.765","58.5","35.4","6.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","74","3.753","55.4","39.2","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","75","3.761","56.0","38.7","5.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
