"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","",""
"Radiology Selective","820","001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","213","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Diagnostic Radiol Clerk-CSC","920","001","24","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","4.2"
"Clin Nuclr Med Clerk-CSC/VA","923","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Radiol Clerk-St Lukes","924","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"RADIOL
832","","Dept. Total","45","4.000","91.1",".",".",".",".",".",".","2.2",".",".",".",".","2.2",".",".","4.4"
