"","771
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Conf Rsch Wrkrs-Clin Pharm","Course Total","43","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","999
027","6","4.000","33.3",".",".",".",".",".",".",".",".",".",".","66.7",".",".",".","."
"PHM PRAC
728","Dept. Total","1261","3.316","40.0","17.0","20.6","10.1","5.7","2.2","0.4","0.1",".","3.4",".","0.3",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","",""
"Junior","","231","3.314","30.7","26.4","20.3","10.4","1.7","0.9",".",".",".","9.5",".",".",".",".",".","."
"Senior","","206","3.468","39.8","28.2","20.9","5.8","1.9","1.5",".",".",".","1.9",".",".",".",".",".","."
"Undergraduates","","437","3.421","35.0","27.2","20.6","8.2","1.8","1.1",".",".",".","5.9",".",".",".",".",".","."
"Special","","12","2.844","16.7","25.0","25.0","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Graduate","","13","3.909","53.8","15.4",".",".",".",".",".",".",".",".",".","30.8",".",".",".","."
"Prof Yr 1","","327","3.220","41.0","12.8","21.1","11.0","8.3","4.3",".",".",".","1.5",".",".",".",".",".","."
"Prof Yr 2","","312","2.982","37.8","8.0","23.4","15.1","11.2","2.9","1.3",".",".",".",".",".",".","0.3",".","."
"Prof Yr 3","","24","3.196","20.8","20.8","41.7","12.5",".",".",".",".",".","4.2",".",".",".",".",".","."
"Prof Yr 4","","136","3.820","63.2","14.0","11.0","2.2","0.7",".",".","0.7",".","8.1",".",".",".",".",".","."
"Professionals","","799","3.250","42.9","11.4","20.9","11.1","7.9","2.9","0.5","0.1",".","2.1",".",".",".","0.1",".","."
"","Dept. Total","1261","3.316","40.0","17.0","20.6","10.1","5.7","2.2","0.4","0.1",".","3.4",".","0.3",".","0.1",".","."
