"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","",""
"Independent Study","699
061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","812
003","","36","3.708","52.8","36.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812
004","","33","3.788","57.6","42.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Anesthesia","Course Total","","69","3.746","55.1","39.1","5.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Anesthes Clerkship-CSC","920
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Anesth Clerk-LaCrosse","921
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ANESTHES
148","Dept. Total","","75","3.761","56.0","38.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
