"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","","39","3.949","94.9",".","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534
001","","38","3.829","68.4","28.9","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Med Ethics,Jurisprudence,Regs","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","","38","3.618","39.5","47.4","10.5","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636
001","","39","3.603","25.6","69.2","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","38","3.882","78.9","18.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Practicum","642
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Current Iss in Rehab Rsch II","643
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665
001","","38","3.605","34.2","52.6","13.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677
001","","39","3.628","30.8","64.1","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship V","704
001","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","","472","3.724","46.6","22.9","3.6","0.2",".",".",".",".",".","26.7",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Undergraduates","","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Yr 1","","","228","3.733","53.5","24.6","4.8","0.4",".",".",".",".",".","16.7",".",".",".",".",".","."
"Prof Yr 2","","","205","3.714","47.8","25.4","2.9",".",".",".",".",".",".","23.9",".",".",".",".",".","."
"Prof Yr 3","","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professionals","","","471","3.724","46.7","22.9","3.6","0.2",".",".",".",".",".","26.5",".",".",".",".",".","."
"","Dept. Total","","472","3.724","46.6","22.9","3.6","0.2",".",".",".",".",".","26.7",".",".",".",".",".","."
