"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","",""
"430
Advanced Sound Design","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"439
Dance Therapy Practicum","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"440
Senior Seminar","001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"451
Dance Repertory Theater","001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"453
Javanese Performance Repertory","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560","002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Current Topics-Dance:Wkshp","Course Total","28","3.963","92.9","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"DANCE
741","Dept. Total","761","3.746","62.9","21.4","7.8","1.3","0.7","0.3",".","5.3",".",".",".",".",".","0.3",".","0.1"
