"ECONOMICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","",""
"","101
001","313","2.867","17.3","19.5","24.3","15.3","14.4","8.6","0.3",".","0.3",".",".",".",".",".",".","."
"","101
002","334","2.902","17.1","20.1","26.3","13.8","15.0","7.5",".","0.3",".",".",".",".",".",".",".","."
"","101
003","279","2.952","19.0","19.0","29.0","15.1","11.1","5.7","1.1",".",".",".",".",".",".",".",".","."
"","101
004","239","2.825","17.6","19.7","22.2","13.8","15.5","5.4","3.8","0.4",".",".",".",".",".","1.3",".","0.4"
"Principles-Microeconomics","Course Total","1165","2.889","17.7","19.6","25.6","14.5","14.0","7.0","1.1","0.2","0.1",".",".",".",".","0.3",".","0.1"
"","102
001","241","2.777","10.0","18.3","24.1","24.1","17.0","4.1","1.2","1.2",".",".",".",".",".",".",".","."
"","102
002","222","2.930","14.9","22.5","26.6","15.8","15.8","4.1","0.5",".",".",".",".",".",".",".",".","."
"","102
003","192","2.904","19.3","19.3","19.8","24.0","12.0","2.6","3.1",".",".",".",".",".",".",".",".","."
"Principles-Macroeconomics","Course Total","655","2.867","14.4","20.0","23.7","21.2","15.1","3.7","1.5","0.5",".",".",".",".",".",".",".","."
"Prin/Econ-Accelratd Treatmt","111
001","35","3.618","48.6","28.6","14.3","5.7",".",".",".",".",".",".",".",".",".","2.9",".","."
"Directed Study","299
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
001","12","2.500",".","8.3","33.3","41.7","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"","300
002","12","1.958","8.3",".","16.7","25.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".","."
"","300
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Finance","Course Total","27","2.315","7.4","3.7","25.9","29.6","14.8","7.4","11.1",".",".",".",".",".",".",".",".","."
"","301
001","170","2.793","16.5","14.7","22.4","20.6","17.1","7.6","0.6","0.6",".",".",".",".",".",".",".","."
"","301
002","163","2.784","17.8","15.3","20.2","21.5","16.0","5.5","3.1",".","0.6",".",".",".",".",".",".","."
"Intmed Microeconomic Theory","Course Total","333","2.789","17.1","15.0","21.3","21.0","16.5","6.6","1.8","0.3","0.3",".",".",".",".",".",".","."
"","302
001","111","2.600","15.3","9.0","27.0","10.8","25.2","6.3","5.4",".",".",".",".",".","0.9",".",".","."
"","302
002","175","2.887","16.0","18.3","25.7","14.3","20.6","3.4","0.6","1.1",".",".",".",".",".",".",".","."
"Intmed Macroeconomic Theory","Course Total","286","2.776","15.7","14.7","26.2","12.9","22.4","4.5","2.4","0.7",".",".",".",".","0.3",".",".","."
"The Real Estate Process","306
001","70","2.757","7.1","8.6","40.0","18.6","20.0","2.9",".",".",".",".",".",".","2.9",".",".","."
"Stats:Measrmnt in Economics","310
001","97","3.026","10.3","24.7","41.2","13.4","8.2","1.0","1.0",".",".",".",".",".",".",".",".","."
"Intmed Macroecon-Adv Treatment","312
001","12","3.727","50.0","33.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","320
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","320
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Investment Theory","Course Total","4","***","","","","","","","","","","","","","","","",""
"Money and Banking","330
001","180","2.619","6.1","16.1","21.1","28.9","16.1","8.9","1.1","1.1",".",".",".",".",".",".",".","0.6"
"Environmental Economics","343
001","59","3.143","22.0","20.3","39.0","8.5","6.8","3.4",".",".",".",".",".",".",".",".",".","."
"Contemporary Economic Issues","390
014","29","3.466","37.9","37.9","13.8","6.9",".","3.4",".",".",".",".",".",".",".",".",".","."
"Introductory Econometrics","410
001","61","2.934","26.2","14.8","18.0","21.3","11.5","6.6","1.6",".",".",".",".",".",".",".",".","."
"Urban & Regional Economics","420
001","9","2.944","11.1","33.3","33.3",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"Economic Decision Analysis","421
001","7","2.800",".","28.6",".","28.6","14.3",".",".",".",".",".",".",".","28.6",".",".","."
"Wages and the Labor Market","450
001","108","2.778","11.1","17.6","26.9","17.6","22.2","2.8","1.9",".",".",".",".",".",".",".",".","."
"Economic Approach-Human Behav","451
001","29","2.914","10.3","20.7","27.6","24.1","17.2",".",".",".",".",".",".",".",".",".",".","."
"Indust Struct&Comptitv Stratgy","458
001","37","3.662","59.5","18.9","16.2","5.4",".",".",".",".",".",".",".",".",".",".",".","."
"Internatl Trade & Finance","464
001","114","2.921","17.5","18.4","31.6","11.4","15.8","2.6","2.6",".",".",".",".",".",".",".",".","."
"Intl Industrial Organizations","467
001","89","2.949","18.0","15.7","34.8","12.4","14.6","3.4","1.1",".",".",".",".",".",".",".",".","."
"Econ Probs-Developing Areas","474
001","28","3.107","17.9","39.3","21.4","3.6","14.3",".","3.6",".",".",".",".",".",".",".",".","."
"Agri & Econ Development-Africa","477
001","25","3.125","24.0","8.0","36.0","24.0","4.0",".",".",".",".",".",".",".","4.0",".",".","."
"Game Theory & Economic Anal","521
001","43","3.058","23.3","16.3","37.2","9.3","9.3","2.3","2.3",".",".",".",".",".",".",".",".","."
"Law and Economics","522
001","121","3.037","23.1","14.9","34.7","9.1","15.7","0.8","1.7",".",".",".",".",".",".",".",".","."
