"Arthurian Legend & Literature","351
001","","10","3.750","50.0","50.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A Theme-Medieval Eng Lit","362
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Chaucer's Canterbury Tales","367
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","23","3.593","39.1","47.8","8.7","",".","4.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.200","20.0","40.0","20.0","",".","20.0","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.657","37.5","56.3","6.3","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","22","3.576","36.4","50.0","9.1","",".","4.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","23","3.593","39.1","47.8","8.7","",".","4.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
