"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","",""
"Surgery Fundamentals","544
001","","78","3.795","70.5","19.2","9.0","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fundmntls-Anesthesiology I","545
001","","78","3.558","43.6","24.4","32.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundmntls-Anesthesiology II","546
001","","82","3.198","14.6","23.2","52.4","3.7","4.9",".",".",".",".",".",".",".","1.2",".",".","."
"Large Animal Surgery","631
001","","83","2.926","7.2","21.7","37.3","14.5","15.7","1.2",".",".",".",".",".",".","2.4",".",".","."
"Small Animal Surgery Lab","632
001","","83","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Small Animal Anesthesia Lab","634
001","","83","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Veterinary Radiology","638
001","","83","3.614","49.4","27.7","20.5","1.2","1.2",".",".",".",".",".",".",".",".",".",".","."
"","642
001","","41","4.000","41.5",".",".",".",".",".",".","58.5",".",".",".",".",".",".",".","."
"","642
002","","6","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Large Animal Surgery","Course Total","","47","4.000","42.6",".",".",".",".",".",".","57.4",".",".",".",".",".",".",".","."
"Small Orthopedic Surgery","644
001","","22","4.000","40.9",".",".",".",".",".",".","59.1",".",".",".",".",".",".",".","."
"","645
001","","42","4.000","47.6",".",".",".",".",".",".","52.4",".",".",".",".",".",".",".","."
"","645
002","","8","4.000","62.5",".",".",".",".",".",".","37.5",".",".",".",".",".",".",".","."
"Small Animal Genrl Surgery","Course Total","","50","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Veterinary Anesthesiology","646
001","","30","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Radiology Clinics","647
001","","24","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"","675
001","","15","4.000","53.3",".",".",".",".",".",".","46.7",".",".",".",".",".",".",".","."
"","675
004","","34","4.000","29.4",".",".",".",".",".",".","70.6",".",".",".",".",".",".",".","."
"","675
010","","41","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","90","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"Special Species Health","676
001","","83","3.777","67.5","20.5","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Vet Dentistry Elective","677
001","","59","4.000","74.6",".",".",".",".",".",".","25.4",".",".",".",".",".",".",".","."
"","699
004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","19","3.932","78.9","5.3",".",".",".",".",".","15.8",".",".",".",".",".",".",".","."
"Clinical Ophthalm Rotation","741
001","","25","4.000","32.0",".",".",".",".",".",".","68.0",".",".",".",".",".",".",".","."
"Adv Anesthlgy/Crit Care Med","743
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Restrnt/Anesth Exotic Anmls","744
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Food Animal Surgery","746
001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","748
001","","26","4.000","57.7",".",".",".",".",".",".","42.3",".",".",".",".",".",".",".","."
"","748
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dentistry & Oral Surg Rotation","Course Total","","27","4.000","55.6",".",".",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"Sm Animal Ultrasound Elective","750
001","","24","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","775
001","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 409 of 413",""
