"","937
042","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","937
044","19","3.974","94.7","5.3",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"","937
081","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Extramural Elect-Intl Health","Course Total","24","3.962","91.7","8.3",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"SR MED
882","Dept. Total","280","3.627","56.8","18.6","20.0","2.1","0.7","",".","",".","0.4","",".",".","",".","",".","1.1",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","108","3.517","43.5","19.4","32.4","0.9","0.9","",".","",".",".","",".",".","",".","",".","1.9",".","0.9","."
"Prof Yr 4","","171","3.716","65.5","17.5","12.3","2.9","0.6","",".","",".","0.6","",".",".","",".","",".","0.6",".",".","."
"Professionals","","280","3.627","56.8","18.6","20.0","2.1","0.7","",".","",".","0.4","",".",".","",".","",".","1.1",".","0.4","."
"","Dept. Total","280","3.627","56.8","18.6","20.0","2.1","0.7","",".","",".","0.4","",".",".","",".","",".","1.1",".","0.4","."
