"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","223","3.687","55.2","29.1","8.1","0.4","0.4","",".","",".","4.9","",".",".","",".","",".","",".",".","1.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","4.000","75.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Junior","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","20","3.962","90.0","5.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","5.0","."
"Undergraduates","","30","3.972","86.7","3.3",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","10.0","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","74","3.645","45.9","40.5","10.8",".","1.4","",".","",".",".","",".",".","",".","",".","",".",".","1.4","."
"Prof Yr 4","","118","3.694","52.5","28.8","8.5","0.8",".","",".","",".","9.3","",".",".","",".","",".","",".",".",".","."
"Professionals","","192","3.662","50.0","33.3","9.4","0.5","0.5","",".","",".","5.7","",".",".","",".","",".","",".",".","0.5","."
"","Dept. Total","223","3.687","55.2","29.1","8.1","0.4","0.4","",".","",".","4.9","",".",".","",".","",".","",".",".","1.8","."
