"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALMOLOGY AND VISUAL  Section","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699
001","","3","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
291","","3","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
298","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
299","","3","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Course Total
Directed Study","","10","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"919
003","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"919
008","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"919
010","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Course Total
Indiv 4th Yr Clin Clerkship","","3","***","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
Dept. Total
702","","13","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","4","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","6","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","10","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","13","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
