"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","194","3.687","24.2","2.6","9.3","",".","",".","",".","",".","61.3","",".",".","",".","2.1","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","5","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","12","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","20","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","3.333","33.3",".","33.3","",".","",".","",".","",".",".","",".",".","",".",".","",".","33.3",".","."
"Graduate","","171","3.576","15.2","2.9","9.9","",".","",".","",".","",".","69.6","",".",".","",".","2.3","",".",".",".","."
"","Dept. Total","194","3.687","24.2","2.6","9.3","",".","",".","",".","",".","61.3","",".",".","",".","2.1","",".","0.5",".","."
