"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"","699
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","18","3.500","61.1","11.1","11.1","5.6",".","5.6",".",".",".",".",".",".","5.6",".",".","."
"","711
001","","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
002","","18","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","Course Total","","34","3.809","64.7","32.4","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","742
001","","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","742
001","","16","3.656","43.8","50.0",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","37","3.649","40.5","51.4","5.4","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"","742
002","","14","3.571","50.0","28.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","Course Total","","51","3.627","43.1","45.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","800
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
003","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
005","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
012","","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
013","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
014","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
015","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","97","3.937","89.7","8.2","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Aging and Mental Health","821
001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Law II","823
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grief, Death, Loss and Life","825
001","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","836
001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","836
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mental Hlth Policies&Services","Course Total","","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
001","","27","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
002","","22","3.841","72.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Macro Practice","Course Total","","49","3.837","69.4","28.6","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administration-Social Work","841
001","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Consultatn&Suprvsn-Soc Work","842
001","","28","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Crises Intervention-Soc Wrk","854
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Interventn-Mental Illness","870
001","","9","3.875","66.7","22.2",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 301 of 413",""
