"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"960","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","005","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","006","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","008","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","009","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","010","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","012","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","046","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","24","3.690","33.3","66.7","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"962","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"965","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"969","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","014","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","016","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","018","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Transfusion Med Clerk-CSC","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"970","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"970","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastro/Hepatology-Milwaukee","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"971","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","043","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"972
Infect Disease Clerkshp-VAH","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"973
Infectious Disease-Marshfld","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Nephrology Clerk-CSC/VAH","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"985","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
