"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"988","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","","3","***","","","","","","","","","","","","","","","",""
"990","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","194","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","215","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","218","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","223","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","230","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","231","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","10","",".",".",".",".",".",".",".","70.0",".",".",".","30.0",".",".",".","."
