"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"715","020","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","030","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs I","Course Total","","38","3.961","92.1","7.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Preventn&Mgmt-Hlth Probs II","040","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"717","010","","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"717","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs III","Course Total","","9","3.862","66.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"719","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","6","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"721
Adv Med-Surgical Nursing","001","","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"735
Hlth-Women Across Lifespan","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"747
Practicum-A Functional Area","073","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"754
Adv Prac Nursng:Mentl Disordrs","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"755
Adv Prac Nur:Ment Hlth Promotn","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","22","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"771
Instr Process-Nursing Educ","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","078","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","20","4.000","10.0",".",".",".",".",".",".","85.0",".",".",".",".","5.0",".",".","."
"799","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"802
Ethics & Conduct of Research","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","Page 394 of 413",""
