"","699
099","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Problems-Neurology","Course Total","","8","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Individualized 4th Yr Clerk","919
045","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rsch-Neurological Fields","990
102","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROL
676","Dept. Total","","10","4.000","90.0","",".","",".","",".","",".","",".","",".","10.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","5","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","8","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","4.000","50.0","",".","",".","",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","2","4.000","50.0","",".","",".","",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","10","4.000","90.0","",".","",".","",".","",".","",".","",".","10.0","",".",".","",".","",".","",".",".",".","."
