"920","041
2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","042
2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","043
2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total
7","4.000","85.7",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".","14.3","."
"ANESTHES
148","44
Dept. Total","3.653","45.5","25.0","27.3",".","",".","",".","",".","",".","",".",".",".",".",".",".","2.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","40","3.633","42.5","27.5","27.5",".","",".","",".","",".","",".","",".",".",".",".",".",".","2.5","."
"Professionals","41","3.620","41.5","26.8","29.3",".","",".","",".","",".","",".","",".",".",".",".",".",".","2.4","."
"","Dept. Total
44","3.653","45.5","25.0","27.3",".","",".","",".","",".","",".","",".",".",".",".",".",".","2.3","."
