"TERM : 1182","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2017-2018","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","OBSTETRICS AND GYNECOLOG Section","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436","OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","",""
"436","OBS&GYN","202
Dept. Total","3.460","46.0","17.3","33.2","1.5","",".","",".","0.5","",".","",".",".","",".","",".","",".",".","1.0","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436","OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
