"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","","61","3.974","90.2","3.3","",".","",".","",".","",".","",".","3.3","",".","1.6","",".","",".","",".",".","1.6","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".","25.0","."
"Junior","","","10","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","4.000","97.6",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.4","."
"Prof Yr 3","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","19","3.922","78.9","10.5","",".","",".","",".","",".","",".","5.3","",".","5.3","",".","",".","",".",".",".","."
"Professionals","","","20","3.922","75.0","10.0","",".","",".","",".","",".","",".","10.0","",".","5.0","",".","",".","",".",".",".","."
"","Dept. Total","","61","3.974","90.2","3.3","",".","",".","",".","",".","",".","3.3","",".","1.6","",".","",".","",".",".","1.6","."
