"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","",""
"Green Screen","125","001","15","2.633",".","33.3","26.7","13.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".","."
"Origins-Scientific Thought","201","001","87","3.513","29.9","37.9","13.8","6.9",".",".",".","11.5",".",".",".",".",".",".",".","."
"History-Astronomy&Cosmology","206","001","13","3.154","30.8","30.8","23.1",".","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"Bodies, Diseases, and Healers","212","001","102","3.381","16.7","41.2","24.5","2.9",".",".","1.0","13.7",".",".",".",".",".",".",".","."
"Hon Sm:Studies-Sci,Tech,Med","280","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Developmnt-Economic Thought","305","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sci Revol:Copernicus-Newton","323","001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Darwinian Revolution","343","001","8","3.500","25.0","25.0","25.0",".",".",".",".","12.5",".",".",".",".","12.5",".",".","."
"Spec Topics-Hist of Science","350","001","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Childbirth in the US","431","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internl Hlth & Global Society","553","001","31","3.417","22.6","45.2","22.6","3.2","3.2",".",".",".",".",".",".",".","3.2",".",".","."
"Studies in Early Modern Sci","623","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Historiography & Methods","720","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Biology&Medicine","909","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Studies-Medical Hist","919","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","2","***","","","","","","","","","","","","","","","",""
