"","699
158","","5","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","","21","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Radiation Oncology-CSC","922
041","","1","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Rsch in Human Cancer Bio","990
022","","2","***","","","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"H ONCOL
480","Dept. Total","","24","4.000","91.7","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","8.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","","7","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Senior","","","12","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","21","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","","3","***","","","","","","","","","","","","","","","","","",".","",".","66.7","",".",".",".","."
"Professionals","","","3","***","","","","","","","","","","","","","","","","","",".","",".","66.7","",".",".",".","."
"","Dept. Total","","24","4.000","91.7","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","8.3","",".",".",".","."
