"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","Dept. Total","","82","3.401","39.0","8.5","18.3","2.4","1.2","",".","",".","24.4","",".",".","",".","3.7","",".",".","2.4","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","","","11","3.318","27.3","27.3","36.4",".","9.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","12","3.357","33.3","25.0","33.3",".","8.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","69","3.436","40.6","5.8","14.5","2.9",".","",".","",".","29.0","",".",".","",".","4.3","",".",".","2.9","."
"Prof Yr 2","","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","","82","3.401","39.0","8.5","18.3","2.4","1.2","",".","",".","24.4","",".",".","",".","3.7","",".",".","2.4","."
