"PATHOLOGY AND LABORATORY Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","",""
"210
HIV: Sex, Society and Science","001","","36","3.125","41.7","11.1","22.2","8.3","8.3","2.8","5.6",".",".",".",".",".",".",".",".","."
"399","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"625
Toxicology I","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","16","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"751
Cell & Molec Biol of Aging","001","","7","3.333","14.3","28.6","42.9",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"802
Histopath for Scientists","001","","7","3.429","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"803
Pathogensis-Major Hum Diseases","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"901","002","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Student Seminar / Journal Club","Course Total","","53","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"920","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"920","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Pathology Clerk-CSC","Course Total","","15","3.955","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","052","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","106","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 372 of 420",""
