"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"698","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","6","",".",".",".",".",".",".",".",".",".","83.3",".",".",".",".",".","."
"699","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","5","***","","","","","","","","","","","","","","","",""
"704
Ldrshp in Adv Practc Nursing I","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Nursing Research","001","","16","3.781","75.0","18.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"722
Adv Prac Nursing Thry: Adults","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","020","","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"726","060","","10","3.500","40.0","40.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","","27","3.704","59.3","29.6","7.4",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"728","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"728","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","061","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","","27","3.941","85.2","14.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"751
Adv Prac Nrsg Thry-Psychiatric","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"772
Leadership&Org Decision-Making","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"787
Nursing Education Practicum","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"804
Advanced Qualitative Design","001","","10","3.875","60.0","20.0",".",".",".",".",".","10.0",".",".",".",".","10.0",".",".","."
"806
Eval & App Evidence-Based Prac","001","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Advanced Pathophysiology","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"815
Knowledge Developmt in Nursing","001","","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"816","001","","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"816","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar in Nursing Research","Course Total","","14","4.000","50.0",".",".",".",".",".",".",".",".",".",".","50.0",".",".",".","."
"818
Patient-centered Research","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"819
Clincal Field Practicum","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"826","020","","20","3.825","75.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"826","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 398 of 420",""
