"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"105
Health Care: Intrdis Appr","001","","168","3.786","67.3","27.4","3.6","1.2",".",".","0.6",".",".",".",".",".",".",".",".","."
"299","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","3","***","","","","","","","","","","","","","","","",""
"310
Mntl Hlth&Illness:Implcatn/Nur","001","","152","3.921","86.8","10.5","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"313","001","","80","3.388","17.5","48.8","27.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"313","002","","79","3.380","12.7","64.6","16.5","3.8","1.3",".","1.3",".",".",".",".",".",".",".",".","."
"Foundations of Nrsg Practice","Course Total","","159","3.384","15.1","56.6","22.0","5.0","0.6",".","0.6",".",".",".",".",".",".",".",".","."
"314","001","","80","3.619","33.8","57.5","7.5","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"314","002","","79","3.677","43.0","49.4","7.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Promo Dz Prev Acrs Lfspn","Course Total","","159","3.648","38.4","53.5","7.5","0.6",".",".",".",".",".",".",".",".",".",".",".","."
"315","001","","80","3.563","30.0","55.0","12.5","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"315","002","","79","3.551","27.8","55.7","15.2","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"Profnlism in a Nrsg Practice","Course Total","","159","3.557","28.9","55.3","13.8","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"316
Found of Nrsg Pract: Exp Lrng","001","","159","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"322
Community Health Nursing","001","","84","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419","001","","62","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin III-Com Hlth Nurs Prac","Course Total","","70","3.979","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"422
Adv Concepts-Nurs Practice","001","","68","3.213","7.4","42.6","36.8","11.8","1.5",".",".",".",".",".",".",".",".",".",".","."
"433
Essentials-Gerontol Nursing","001","","152","3.536","25.0","57.9","16.4","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"449
Persons&Family/Complx Needs","001","","68","3.934","89.7","7.4","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"470","002","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"470","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"School Nursing and Comm Hlth","Course Total","","9","3.738","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"510
Culturally Congruent Practice","001","","39","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","17","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 29, 2018","","","","","","","","","","","","","","","","","","","Page 397 of 420",""
