"","920
041","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
042","","5","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","2","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","12","4.000","100.0","",".","",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"RADIOL
832","Dept. Total","","46","4.000","41.3","",".","",".","",".","",".","",".","",".","58.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","4","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","40","4.000","35.0","",".","",".","",".","",".","",".","",".","65.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","","44","4.000","38.6","",".","",".","",".","",".","",".","",".","61.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","46","4.000","41.3","",".","",".","",".","",".","",".","",".","58.7","",".",".","",".","",".","",".",".",".","."
