"TERM : 1182","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2017-2018","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL SCIENCES - VET MED","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","665
Dept. Total","3.582","40.5","5.9","7.7","0.5","1.5","0.2","",".","41.1","",".",".","",".","",".","0.5",".","2.3","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
