"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Integrated Cardiovascular Sys","706
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Integrated Respiratory System","715
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Pts, Prof. and Public Health","770
001","176","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Invaders and Defense","774
001","172","",".",".",".",".",".",".",".","96.5","0.6",".",".",".",".",".",".","2.9"
"","902
041","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","902
042","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
043","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
044","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","902
045","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Ambulatory Acting Internship","Course Total","60","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MED SC-M
622","Dept. Total","414","3.083","0.2",".","1.0","0.2",".",".",".","97.1","0.2",".",".",".",".",".",".","1.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","176","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","178","3.083","0.6",".","2.2","0.6",".",".",".","93.3","0.6",".",".",".",".",".",".","2.8"
"Prof Yr 3","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","57","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","414","3.083","0.2",".","1.0","0.2",".",".",".","97.1","0.2",".",".",".",".",".",".","1.2"
"","Dept. Total","414","3.083","0.2",".","1.0","0.2",".",".",".","97.1","0.2",".",".",".",".",".",".","1.2"
