"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"Topics-Contemp Soc Welfare","672
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"Human Behavior & Environmnt","711
001","52","3.625","36.5","51.9","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","16","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
002","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
010","21","3.762","85.7","9.5",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","020
712","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology-SWPract. in MH","Course Total","69","3.797","75.4","17.4","5.8",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"","741
001","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
010","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
020","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","53","3.887","79.2","18.9","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","742
001","20","3.175","15.0","35.0","45.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","002
742","11","3.545","36.4","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","Course Total","31","3.306","22.6","35.5","38.7",".",".",".","3.2",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
002","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","800
003","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
004","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
005","10","3.650","30.0","70.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
006","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","800
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
102","14","3.960","85.7","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","800
103","12","3.750","91.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","800
104","12","3.667","91.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","800
105","9","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","800
201","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
202","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
203","14","4.000","78.6",".",".",".",".",".",".",".",".",".",".",".","21.4",".",".","."
"","800
204","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","167","3.892","84.4","9.0","0.6",".","0.6","0.6","0.6",".",".",".",".",".","4.2",".",".","."
"","821
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","821
010","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SW Pract. in Aging & MH","Course Total","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
001","22","3.636","40.9","45.5","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","835
002","11","3.545","18.2","72.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
