"Independent Study","Course Total
4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"920","041
2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","045
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total
3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","7
Dept. Total","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","3","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","4","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","3","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
7","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
