"TERM : 1182","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2017-2018","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","","Section
#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"882","SR MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"882","SR MED","162
Dept. Total","3.517","32.7","22.8","25.3","1.9","",".","",".","",".","17.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"882","SR MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Prof Yr 3","83","3.321","18.1","19.3","39.8","3.6","",".","",".","",".","19.3","",".",".","",".","",".","",".",".",".","."
