"","","SUBJECT: DESIGN STUDIES (359)","","","","","","","","","","","","",""
"","","TERM:","1186","","","","","","","","","","","",""
"","","","","","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","DESIGN STUDIES","","","","","","","","","","","","","",""
"DDD","341","LEC","001","1","08:55 - 11:45","M","","W","","F","","","13","0000172570","LESLEY SAGER"
"DDD","341","LEC","001","2","13:10 - 16:00","M","","W","","F","","","13","0000172570","LESLEY SAGER"
"DHH","601","FLD","003","1","","","","","","","ONLINE","","24","0000172570","LESLEY SAGER"
"AHH","626","LEC","001","2","13:10 - 16:00","","T","","R","","0085 3131","","12","0001556005","BROOKE GODFREY"
"AHH","626","LEC","001","1","08:55 - 11:45","","T","","R","","0085 3131","","12","0001556005","BROOKE GODFREY"
"DHH","990","IND","002","1","","","","","","","","","1","0002602176","ROBERTO RENGEL"
"DHH","990","IND","030","1","","","","","","","","","1","0003573624","MARK NELSON"
"DHH","999","IND","032","1","","","","","","","","","1","0000957965","CAROLYN KALLENBORN"
