"TERM : 1072","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2006-2007","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"SR MED
882","292
Dept. Total","3.582","47.6","30.5","17.8","2.7",".",".",".",".",".",".",".",".","1.0",".  
.  
0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","118","3.416","20.3","41.5","32.2","2.5",".",".",".",".",".",".",".",".","2.5",".  
.  
0.8"
