"","920
010","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
031","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
041","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","Dept. Total","","5","3.917","80.0","",".","20.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.000",".","",".","100.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","3.000",".","",".","100.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","4.000","100.0","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","4","4.000","100.0","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","5","3.917","80.0","",".","20.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
