"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"625
Toxicology I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","181","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","199","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","205","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","206","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","212","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","23","3.311","17.4","30.4","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","25","3.280","28.0","24.0","44.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"812","083","","24","3.292","12.5","33.3","54.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","76","3.290","18.4","27.6","48.7","1.3",".",".","1.3",".","1.3",".",".",".",".",".",".","1.3"
"910","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","2","***","","","","","","","","","","","","","","","",""
"914","007","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","010","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics I-Chronic Disease","Course Total","","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"916","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care (CSC)","Course Total","","3","***","","","","","","","","","","","","","","","",""
"919","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","7","3.833","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","041","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 348 of 406",""
