"","935
041","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
042","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"St Mary's Fam Med Sub-Intrnshp","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","","63","3.939","38.1","1.6","1.6","",".","",".","",".","",".","55.6","",".",".","",".","",".","",".",".","3.2","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","4","4.000","75.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Undergraduates","","","4","4.000","75.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Special","","","1","",".",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","100.0","."
"Prof Yr 1","","","19","",".",".",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","16","",".",".",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","23","3.935","91.3","4.3","4.3","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","58","3.935","36.2","1.7","1.7","",".","",".","",".","",".","60.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","63","3.939","38.1","1.6","1.6","",".","",".","",".","",".","55.6","",".",".","",".","",".","",".",".","3.2","."
